"a_in","a_out","b_in","b_out","num_common_outbound_neighbours","num_common_inbound_neighbours","num_common_a_out_b_in_neighbours","b_to_a_exists","mutual_following_a"
11,91,1,0,0,0,0,0,6
2084,14576,138,1480,280,70,70,1,2058
304,1290,793,0,0,153,140,0,270
78,1369,1,0,0,0,0,0,68
190,1980,4,0,0,0,0,0,171
14,76,2,0,0,0,0,0,7
33,166,7,0,0,2,2,0,27
104,1999,1,0,0,0,0,0,97
6,29,2,0,0,0,0,0,5
160,1879,2,0,0,0,0,0,86
1,0,2,0,0,0,0,0,0
28,442,3,0,0,0,0,0,21
8,35,148,0,0,0,1,0,8
25,409,4,0,0,1,0,0,23
1,0,1,0,0,0,0,0,0
49,223,3,0,0,0,0,0,27
13,100,129,0,0,2,2,0,5
23,25,1,0,0,0,0,0,20
55,315,120,0,0,1,1,0,45
20,1710,2,0,0,0,0,0,17
743,15068,1,0,0,0,0,0,727
1,0,2,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0
108,3483,67,0,0,4,6,0,71
1,0,1,0,0,0,0,0,0
44,494,31,0,0,0,2,0,41
36,566,1,0,0,0,0,0,30
115,2343,1127,0,0,59,57,0,112
3,27,1,0,0,0,0,0,3
751,4932,143,1004,91,39,31,1,544
35,86,1,0,0,0,0,0,18
290,506,42,0,0,3,0,0,118
32,3198,1,0,0,0,0,0,29
65,110,37,0,0,12,6,0,16
27,90,401,1992,17,16,10,1,13
20,57,1337,32035,9,6,2,1,8
79,58,236,134,12,46,19,0,29
214,191,51,0,0,7,3,0,57
25,282,1,0,0,1,1,0,23
191,38,4,0,0,0,0,0,9
86,3938,6,0,0,1,1,0,77
115,68,32,0,0,7,3,0,11
9,5,1,0,0,0,0,0,5
59,852,68,0,0,9,10,0,46
7,40,1,0,0,0,0,0,4
358,1959,2,0,0,1,1,0,256
1,0,1,0,0,0,0,0,0
118,126,2,0,0,0,0,0,15
36,46,7,0,0,4,4,0,23
58,346,269,0,0,5,5,0,43
208,98,13,0,0,9,4,0,22
20,38,25,0,0,2,1,0,5
3,11,1,0,0,0,0,0,0
2,43,84,64,3,0,2,0,0
2,0,3,0,0,0,0,0,0
20,228,136,3968,8,0,2,1,16
31,296,216,0,0,2,6,0,24
170,583,19,0,0,3,4,0,130
196,969,1,0,0,0,0,0,171
1,0,1,0,0,0,0,0,0
3,0,9,0,0,0,0,0,0
1,0,49,0,0,0,0,0,0
120,512,2,0,0,1,1,0,109
33,881,8,0,0,0,0,0,32
11,3,2,0,0,0,0,0,1
3,7,3,0,0,1,1,0,3
8,0,2,0,0,0,0,0,0
149,558,1838,1348,24,20,35,0,123
129,182,2,0,0,0,0,0,30
1,0,26,0,0,0,0,0,0
38,70,76,224,18,13,10,1,29
2,0,3,0,0,0,0,0,0
372,743,1,0,0,1,0,0,113
70,99,3,0,0,0,0,0,9
12,275,3,0,0,0,0,0,9
44,234,3,0,0,2,2,0,44
85,1801,26,0,0,6,6,0,81
1,0,40,0,0,0,0,0,0
15,293,5,0,0,0,0,0,14
9,137,6,0,0,0,0,0,8
141,322,2,0,0,0,0,0,59
22,105,1198,0,0,10,6,0,7
26,229,3,0,0,0,0,0,7
40,659,27,0,0,5,10,0,29
554,6014,684,1696,338,117,167,0,499
7,168,2,0,0,0,0,0,5
14,28,1,0,0,0,0,0,6
3,0,1,0,0,0,0,0,0
114,1165,1,0,0,0,0,0,51
5,122,7,0,0,0,0,0,4
48,201,39,0,0,10,10,0,35
2,0,1,0,0,0,0,0,0
31,108,8,0,0,1,0,0,16
1,0,4,0,0,0,0,0,0
451,3037,98,0,0,4,4,0,292
4,0,2,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
115,68,27,0,0,14,1,0,1
162,1933,79,0,0,19,19,0,149
4,36,1,0,0,0,0,0,4
319,69,1121,12468,25,175,20,1,34
5,59,1,0,0,1,1,0,5
4,0,3,0,0,0,0,0,0
112,21,24,14,4,4,2,0,12
2,0,1,0,0,0,0,0,0
16,78,1,0,0,0,0,0,9
651,9779,1,0,0,0,0,0,478
66,517,23,0,0,1,1,0,52
9,148,2,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0
16,333,2,0,0,0,0,0,12
15,56,2,0,0,0,0,0,13
4,42,99,0,0,0,0,0,1
44,1022,102,0,0,2,2,0,37
170,922,296,0,0,18,18,0,131
169,241,244,0,0,13,10,0,75
1,0,3,0,0,0,0,0,0
26,610,20,0,0,3,3,0,23
9,53,9,0,0,0,0,0,4
142,192,2,0,0,0,0,0,40
58,1929,107,0,0,3,35,0,55
33,69,87,52,36,25,29,1,25
533,8638,1,0,0,0,0,0,450
24,241,14,0,0,2,2,0,23
61,41,18,57,18,13,15,1,19
6,33,9,0,0,3,2,0,4
59,823,12,0,0,1,1,0,56
41,301,1,0,0,0,0,0,31
66,185,129,0,0,6,6,0,39
19,49,1204,15,0,0,0,0,12
12,49,1,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0
48,241,10,0,0,4,3,0,35
1,0,1,0,0,0,0,0,0
388,2747,383,0,0,70,74,0,360
3,0,3,0,0,0,0,0,0
40,1481,225,0,0,10,18,0,36
976,51850,7,0,0,1,1,0,932
382,1659,4,0,0,1,1,0,287
1,69,17,0,0,0,0,0,1
78,269,153,3512,44,12,10,1,49
7,22,414,210,8,2,8,0,0
1,0,1,0,0,0,0,0,0
4,52,1,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0
33,159,1,0,0,0,0,0,14
80,503,156,23,1,3,6,0,77
1,0,2,0,0,0,0,0,0
88,95,24,0,0,14,3,0,15
116,3909,3,0,0,0,0,0,115
1,0,1,0,0,0,0,0,0
19,84,44,262,28,7,7,1,15
1,0,1,0,0,0,0,0,0
32,356,1,0,0,0,0,0,20
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
35,986,1,0,0,0,0,0,33
1,0,2,0,0,0,0,0,0
1,0,10,0,0,0,0,0,0
40,375,29,0,0,4,4,0,33
47,88,72,0,0,18,10,0,23
12,33,3,0,0,2,2,0,7
285,34,123,240,21,68,14,1,19
1,1,2,0,0,0,0,0,1
1,40,3,0,0,0,0,0,1
2,0,12,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
7,21,1,0,0,0,0,0,4
2,0,3,0,0,0,0,0,0
86,149,1,0,0,0,0,0,45
1,0,1,0,0,0,0,0,0
19,36,364,1411,2,3,0,1,8
2,0,2,0,0,0,0,0,0
16,52,93,0,0,1,1,0,10
2,0,1,0,0,0,0,0,0
109,1012,50,0,0,12,17,0,61
9,48,7,0,0,3,3,0,4
1,0,1,0,0,0,0,0,0
13,134,1,0,0,0,0,0,10
7,25,3,0,0,1,1,0,1
6,32,1,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0
145,812,521,201,18,25,48,0,99
23,270,1,0,0,0,0,0,14
67,559,613,0,0,29,31,0,61
45,135,266,1582,32,24,22,0,33
31,132,1,0,0,0,0,0,23
7,0,3,0,0,0,0,0,0
35,62,886,372,14,21,13,0,15
172,1455,819,20804,260,81,84,1,168
12,115,198,0,0,3,5,0,7
5,26,208,0,0,0,0,0,5
40,241,1,0,0,0,0,0,32
25,16,1,0,0,0,0,0,6
66,0,4,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
436,4377,3,0,0,0,0,0,402
169,307,275,36,8,26,10,0,49
1,0,1,0,0,1,0,0,0
4,0,2,0,0,0,0,0,0
92,3805,2,0,0,0,0,0,74
15,96,357,142,9,3,5,0,14
42,166,150,0,0,4,4,0,36
11,69,25,0,0,1,1,0,10
13,237,1,0,0,0,0,0,12
1,0,1,0,0,0,0,0,0
71,71,18,0,0,14,10,0,26
4,0,1,0,0,0,0,0,0
44,3147,13,0,0,3,3,0,44
41,659,9,0,0,2,3,0,24
22,747,3,0,0,0,0,0,17
38,271,1,0,0,0,0,0,28
49,418,33,0,0,0,0,0,37
52,433,237,725,35,9,15,0,44
15,18,1,0,0,0,0,0,5
1,0,1,0,0,0,0,0,0
13,76,31,80,22,2,1,1,9
19,17,4,0,0,0,0,0,0
25,114,4,0,0,2,2,0,22
3,0,3,0,0,0,0,0,0
3,55,2,0,0,0,0,0,1
13,89,9,0,0,2,1,0,9
2,58,1,0,0,0,0,0,1
429,227,40,137,30,21,14,1,174
1,0,2,0,0,0,0,0,0
19,79,797,63,0,1,1,0,17
3,0,1,0,0,0,0,0,0
20,155,53,0,0,1,1,0,15
8,0,2,0,0,0,0,0,0
1,6,1,0,0,0,0,0,1
8,70,68,61,12,5,10,1,8
82,2845,12,0,0,5,5,0,81
9,0,4,0,0,1,0,0,0
3,6,8,0,0,2,1,0,1
91,550,16,0,0,1,1,0,50
102,1292,1,0,0,0,0,0,101
1,0,1,0,0,0,0,0,0
37,272,420,0,0,17,25,0,33
2,71,8,0,0,0,0,0,1
155,226,1,5,0,0,0,1,136
5,20,186,248,4,2,4,1,4
316,1330,3,0,0,0,0,0,313
8,85,1,0,0,0,0,0,4
50,0,1,0,0,0,0,0,0
185,177,508,290,40,81,35,1,76
7,22,7,0,0,0,0,0,2
23,159,11,0,0,0,0,0,19
283,41,66,0,0,41,0,0,0
8,0,2,0,0,0,0,0,0
62,100,6,0,0,1,1,0,14
46,474,5,0,0,0,0,0,45
14,27,1,0,0,0,0,0,9
15,174,1,0,0,0,0,0,14
56,71,37,99,35,26,20,1,37
1,0,1,0,0,0,0,0,0
64,258,1,0,0,0,0,0,33
139,1427,328,0,0,17,17,0,129
1,0,1,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
79,1096,4,0,0,0,0,0,76
5,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
237,725,194,1861,77,33,27,1,111
59,320,26,0,0,4,5,0,21
20,0,5,0,0,0,0,0,0
12,105,1,0,0,0,0,0,6
6,117,2,0,0,0,0,0,2
31,39,44,0,0,2,0,0,2
2,12,1,0,0,0,0,0,2
64,25,7,0,0,2,0,0,2
12,148,1,0,0,0,0,0,10
58,424,1,0,0,0,0,0,48
1,0,1,0,0,0,0,0,0
15,382,49,0,0,1,6,0,11
2,479,18,0,0,0,0,0,2
294,1766,1,0,0,0,0,0,255
152,1698,1,0,0,0,0,0,99
180,445,1,0,0,1,1,0,86
1,62,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
93,0,1,0,0,0,0,0,0
4,0,2,0,0,0,0,0,0
6,57,5,0,0,0,0,0,5
2,0,1,0,0,0,0,0,0
64,80,104,177,20,30,19,1,28
37,20,13,0,0,0,0,0,16
1,0,11,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
26,112,12,0,0,0,1,0,13
219,719,5,0,0,2,2,0,180
1,0,1,0,0,0,0,0,0
8,36,543,24,0,0,0,0,3
90,330,6,0,0,3,3,0,74
197,1181,358,7252,75,56,55,0,153
1,0,3,0,0,0,0,0,0
77,170,2,0,0,0,0,0,28
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
62,792,64,0,0,9,8,0,49
195,7446,4,0,0,2,2,0,164
608,311,57,0,0,19,5,0,88
15,120,2,0,0,0,0,0,5
46,608,1,0,0,0,0,0,25
102,465,39,90,23,16,14,1,43
14,25,11,0,0,7,6,0,10
21,315,7,0,0,0,0,0,17
781,12750,56,0,0,45,45,0,754
199,267,1,0,0,0,0,0,64
65,172,1681,25550,117,49,45,1,53
51,630,34,0,0,5,6,0,47
116,9954,28,0,0,5,4,0,106
71,700,1,0,0,0,0,0,62
31,1079,101,0,0,3,3,0,28
50,1043,12,0,0,5,5,0,44
75,164,2,0,0,0,0,0,37
315,2436,8,0,0,6,5,0,254
1,18,21,0,0,0,0,0,0
144,3031,12,0,0,1,1,0,142
3,0,3,0,0,0,0,0,0
492,566,378,426,52,133,47,1,176
14,103,434,1,0,0,0,0,10
35,65,175,0,0,14,10,0,16
1,0,62,0,0,1,0,0,0
11,87,1,0,0,0,0,0,8
1,0,1,0,0,0,0,0,0
10,7,1,0,0,0,0,0,2
93,19,3,0,0,0,0,0,11
10,57,15,0,0,2,3,0,5
12,132,3,0,0,0,0,0,2
201,1452,21,0,0,6,6,0,141
18,10,69,0,0,1,1,0,5
20,34,9,0,0,2,1,0,6
20,218,17,0,0,5,6,0,15
1,0,1,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
80,63,2,0,0,0,0,0,28
116,2467,8,0,0,0,0,0,113
85,781,70,0,0,11,12,0,48
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
719,11430,248,937,87,67,66,1,713
1,0,16,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0
20,57,2,0,0,0,0,0,10
86,401,40,0,0,0,0,0,74
1,0,1,0,0,0,0,0,0
120,171,61,395,8,8,4,1,37
3,23,1,0,0,0,0,0,2
63,116,14,0,0,2,2,0,33
9,22,1,0,0,0,0,0,6
46,86,5,0,0,4,4,0,17
34,231,59,0,0,0,0,0,24
118,288,1,0,0,1,0,0,51
61,248,198,293,30,22,29,0,48
509,13290,138,0,0,31,7,0,159
72,838,26,0,0,2,2,0,58
147,450,562,0,0,77,83,0,145
39,18,1,0,0,0,0,0,0
20,46,1,0,0,0,0,0,14
146,501,1,0,0,0,0,0,122
35,427,28,0,0,0,0,0,33
5,81,4,0,0,0,0,0,4
50,588,2,0,0,0,0,0,40
9,259,4,0,0,0,0,0,9
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
21,247,53,0,0,2,11,0,19
14,542,176,0,0,2,6,0,14
1,0,1,0,0,0,0,0,0
24,196,1,0,0,0,0,0,14
1,0,5,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
17,40,16,19,2,5,4,0,14
139,1251,1,0,0,0,0,0,115
43,131,32,0,0,2,2,0,39
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
6,295,11,0,0,0,0,0,5
116,1290,1,0,0,0,0,0,116
10,16,14,25,9,7,8,0,8
26,365,143,673,12,2,3,0,17
103,624,156,23,6,13,15,0,68
70,118,1,0,0,0,0,0,26
104,1007,1,0,0,0,0,0,50
3,0,2,0,0,0,0,0,0
53,525,4,0,0,2,2,0,53
239,2000,8,0,0,4,4,0,211
122,348,155,2950,28,9,6,1,66
104,2055,34,0,0,15,13,0,85
21,0,18,0,0,0,0,0,0
15,65,4,0,0,0,0,0,12
575,1291,63,0,0,22,7,0,184
4,6,2,0,0,0,0,0,4
1,0,25,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
62,1343,1,0,0,0,0,0,38
225,3045,1,0,0,0,1,0,214
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
18,73,8,0,0,2,1,0,7
164,265,2,0,0,0,0,0,26
2,0,2,0,0,0,0,0,0
51,253,760,0,0,16,18,0,37
489,2075,19,0,0,11,11,0,411
3,0,1,0,0,0,0,0,0
2,88,1,0,0,0,0,0,0
1,23,1,0,0,0,0,0,1
41,902,85,0,0,3,4,0,36
5,9,31,0,0,3,2,0,2
3,0,6,0,0,1,0,0,0
111,1979,21,0,0,2,1,0,104
1292,25240,49,0,0,31,30,0,1233
305,567,113,0,0,10,9,0,126
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
5,19,13,0,0,1,0,0,0
27,343,19,0,0,0,0,0,21
149,136,20,0,0,0,0,0,33
76,410,563,16546,33,8,11,1,67
144,127,3,0,0,1,1,0,47
44,102,3,0,0,1,1,0,42
92,759,1,0,0,0,0,0,39
41,0,3,0,0,0,0,0,0
8,116,104,0,0,1,2,0,7
4,30,3,0,0,2,2,0,4
3,0,6,0,0,0,0,0,0
53,231,485,3126,61,28,31,1,40
48,247,8,0,0,3,3,0,21
322,3765,2,0,0,0,0,0,309
26,445,11,0,0,0,0,0,17
19,16,1068,68772,5,8,4,1,8
1,0,3,0,0,0,0,0,0
87,631,16,0,0,1,1,0,84
26,190,133,630,27,6,7,1,24
16,131,1,0,0,0,0,0,13
49,329,3,0,0,0,0,0,46
3,0,1,0,0,0,0,0,0
42,240,2,0,0,1,1,0,36
1,0,1,0,0,0,0,0,0
184,219,1418,1242,26,105,6,0,19
22,76,56,0,0,3,2,0,13
83,378,1,0,0,0,0,0,71
374,312,2,0,0,1,0,0,84
144,646,1789,124,3,24,21,0,113
80,93,199,882,30,21,15,1,41
1,0,3,0,0,0,0,0,0
34,55,24,24,17,13,15,1,32
36,633,293,0,0,2,9,0,31
21,123,37,111,48,17,29,1,21
60,98,2,0,0,0,0,0,25
5,97,3,0,0,0,0,0,5
68,203,77,460,29,12,7,1,31
18,113,152,1698,36,5,9,1,5
1,0,1,0,0,0,0,0,0
64,373,149,0,0,9,4,0,20
3,25,1,0,0,0,0,0,3
2,0,1,0,0,0,0,0,0
80,1897,19,0,0,6,6,0,72
73,654,441,0,0,27,27,0,64
1,0,3,0,0,0,0,0,0
2,3,3,0,0,0,0,0,1
53,47,1,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0
111,808,1,0,0,1,0,0,36
3,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
34,152,1,0,0,0,0,0,19
125,1928,46,0,0,5,6,0,121
90,880,1,0,0,0,0,0,48
1,42,1,0,0,0,1,0,0
2,0,6,0,0,0,0,0,0
332,5749,1,0,0,1,1,0,232
5,52,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
143,318,1,0,0,0,0,0,114
21,196,50,512,7,13,11,0,8
20,392,1,0,0,0,0,0,14
32,112,4,0,0,2,2,0,21
118,103,12,0,0,6,2,0,8
10,21,471,2170,15,6,12,1,8
33,142,1,0,0,0,0,0,19
65,357,13,0,0,3,1,0,39
1,0,2,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
25,146,2,0,0,1,1,0,21
172,1534,290,0,0,21,20,0,154
63,349,1,0,0,0,0,0,56
196,0,2,0,0,0,0,0,0
164,1144,2,0,0,0,0,0,150
87,184,1,0,0,1,0,0,35
162,698,5,0,0,1,2,0,150
115,68,46,0,0,13,0,0,1
1505,11757,1,0,0,0,0,0,1451
1,0,8,0,0,0,0,0,0
81,313,3,0,0,0,0,0,75
9,143,32,289,9,1,1,1,8
80,600,3,0,0,1,1,0,63
50,77,94,157,29,25,10,1,14
15,0,1,0,0,0,0,0,0
97,1984,6,0,0,0,0,0,93
39,97,1,0,0,0,0,0,13
1,0,1,0,0,0,0,0,0
11,770,23,0,0,0,0,0,3
56,1342,14,0,0,6,7,0,42
45,1983,16,0,0,1,1,0,38
35,177,376,0,0,2,5,0,21
33,82,65,89,37,29,30,1,29
1,0,4,0,0,1,0,0,0
6,0,1,0,0,1,0,0,0
1180,26349,4,0,0,3,3,0,1113
54,198,23,0,0,1,1,0,52
4,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,4,0,0,1,0,0,0
10,163,2,0,0,0,0,0,9
26,372,1,0,0,0,0,0,24
12,273,171,0,0,2,8,0,11
116,411,1,0,0,0,0,0,105
214,1656,1,0,0,0,0,0,208
5,2,52,1041,1,4,1,1,2
2,0,2,0,0,0,0,0,0
135,351,96,0,0,22,23,0,116
1,0,6,0,0,0,0,0,0
15,81,1,0,0,0,0,0,12
13,57,12,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0
189,206,4,0,0,0,0,0,39
1,27,1,0,0,0,0,0,0
1,0,10,0,0,0,0,0,0
167,728,12,167,55,8,8,1,97
90,880,3,0,0,1,1,0,74
164,314,1999,7561,35,94,31,0,51
1,0,1,0,0,0,0,0,0
2,32,528,76,1,0,2,0,0
840,336,4,0,0,3,0,0,112
7,58,3,0,0,0,0,0,6
10,58,873,107917,7,1,1,1,8
50,582,1,0,0,0,0,0,43
76,525,2,0,0,0,0,0,66
73,2886,14,0,0,3,4,0,47
2,0,10,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
49,121,4,0,0,0,0,0,11
3,0,1,0,0,0,0,0,0
23,27,2,0,0,0,0,0,3
105,192,2,0,0,0,0,0,89
62,266,1,0,0,0,0,0,49
71,99,1,0,0,0,0,0,21
4,26,174,0,0,0,0,0,3
1,0,3,0,0,0,0,0,0
3,0,94,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0
57,313,588,104,1,1,6,0,45
43,320,69,737,81,16,22,1,40
14,534,119,0,0,5,5,0,12
1,0,1,0,0,0,0,0,0
1643,54,1,0,0,0,0,0,11
163,1935,3,0,0,1,1,0,151
95,7,3,0,0,0,0,0,6
15,20,627,3168,11,8,9,1,9
1,0,8,0,0,0,0,0,0
22,250,2,0,0,0,0,0,17
185,1447,551,3410,172,68,79,0,158
18,0,1,0,0,0,0,0,0
17,39,2,0,0,0,0,0,16
340,531,2,0,0,0,0,0,130
1,0,72,0,0,1,0,0,0
16,0,1,0,0,0,0,0,0
65,1609,1,0,0,0,0,0,55
27,0,4,0,0,0,0,0,0
146,1110,1,0,0,0,0,0,100
12,291,11,0,0,1,1,0,8
798,24577,2,0,0,0,0,0,788
9,0,1,0,0,0,0,0,0
60,515,86,0,0,15,13,0,51
1,0,1,0,0,0,0,0,0
6,847,1,0,0,0,0,0,4
2,15,28,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0
103,296,1,0,0,0,0,0,83
3,72,44,0,0,0,1,0,2
1,0,2,0,0,0,0,0,0
194,2011,1,0,0,0,0,0,168
1,0,1,0,0,0,0,0,0
182,74,1765,0,0,58,5,0,11
170,143,1,0,0,0,0,0,8
1,0,2,0,0,0,0,0,0
2,13,342,53,2,0,3,0,1
1,0,1,0,0,0,0,0,0
71,376,76,0,0,0,0,0,36
438,76,11,0,0,1,0,0,28
1,0,1,0,0,0,0,0,0
31,491,86,0,0,6,5,0,26
1,0,4,0,0,0,0,0,0
56,1907,4,0,0,0,0,0,55
5,228,1,0,0,0,0,0,4
52,226,5,0,0,0,0,0,37
9,109,3,0,0,0,0,0,4
272,2945,2,0,0,2,2,0,254
2,0,1,0,0,1,0,0,0
12,264,17,0,0,1,1,0,11
47,535,885,0,0,36,40,0,46
83,3535,1,0,0,0,0,0,80
1,93,6,0,0,0,0,0,1
722,53371,2,0,0,1,1,0,711
70,209,227,0,0,23,10,0,28
13,29,6,0,0,0,0,0,6
8,269,3,0,0,0,0,0,6
21,0,107,0,0,5,0,0,0
2,0,1,0,0,0,0,0,0
922,5245,169,1730,92,42,28,1,710
28,463,1,0,0,1,0,0,18
1,0,34,0,0,1,0,0,0
25,69,1,0,0,0,0,0,17
1,0,2,0,0,0,0,0,0
84,723,114,0,0,9,12,0,74
2,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
23,84,64,370,23,12,13,1,21
36,160,18,0,0,2,0,0,1
5,0,5,0,0,0,0,0,0
2,86,92,3,0,0,0,0,2
27,92,8,0,0,1,1,0,16
3,5,16,0,0,1,2,0,2
2,0,1,0,0,0,0,0,0
40,84,360,43,2,6,5,0,12
5,0,1,0,0,0,0,0,0
12,159,6,0,0,0,0,0,10
2,0,30,0,0,0,0,0,0
7,29,109,0,0,5,5,0,6
237,954,20,0,0,4,3,0,188
22,0,1,0,0,0,0,0,0
36,57,22,0,0,5,5,0,14
1,35,8,0,0,0,0,0,0
165,739,20,0,0,1,3,0,101
14,62,11,0,0,0,0,0,12
1,0,1,0,0,0,0,0,0
92,226,164,557,44,46,26,1,32
1,36,4,0,0,0,0,0,1
22,139,1,0,0,0,0,0,13
1783,6,157,0,0,40,1,0,1
15,87,3,0,0,0,0,0,6
4,0,1,0,0,0,0,0,0
47,225,1,0,0,0,0,0,44
33,19,189,222,5,3,6,0,5
11,216,1,0,0,0,0,0,8
52,655,42,0,0,0,0,0,45
48,2765,7,0,0,0,0,0,31
14,76,30,0,0,5,6,0,11
4,0,4,0,0,0,0,0,0
22,149,1,0,0,0,0,0,17
10,5,23,400,3,6,2,1,3
57,2,3,0,0,2,0,0,1
5,187,664,0,0,0,4,0,5
32,44,112,0,0,20,15,0,20
145,705,1,0,0,0,0,0,138
1,0,1,0,0,0,0,0,0
15,139,10,0,0,0,0,0,7
8,42,4,0,0,0,0,0,8
3,3,1,0,0,0,0,0,0
3,4,1,0,0,0,0,0,2
2,0,1,0,0,1,0,0,0
47,341,3,0,0,1,1,0,28
46,91,1,0,0,0,0,0,27
112,1473,1,0,0,1,1,0,95
15,44,1,0,0,0,0,0,10
18,130,339,56,11,6,25,0,17
9,0,1,0,0,0,0,0,0
3,23,121,0,0,1,1,0,2
22,4208,1,0,0,0,0,0,13
17,129,1,0,0,0,0,0,9
35,99,1,0,0,0,0,0,12
1,0,1,0,0,0,0,0,0
35,586,131,0,0,7,8,0,31
1,0,1,0,0,0,0,0,0
2,101,1,0,0,0,0,0,2
9,0,1,0,0,0,0,0,0
132,731,2,0,0,0,0,0,83
21,119,3035,3,0,3,5,0,15
26,155,5,0,0,0,0,0,11
122,6176,4,0,0,1,1,0,122
8,170,1,0,0,0,0,0,4
4,0,3,0,0,0,0,0,0
1,0,35,0,0,0,0,0,0
164,1144,1,0,0,0,0,0,150
48,348,381,0,0,1,0,0,21
27,161,126,0,0,1,1,0,19
137,144,1,0,0,0,0,0,4
12,571,9,0,0,0,0,0,9
1,0,5,0,0,0,0,0,0
91,52,6,0,0,0,0,0,10
4,27,2,0,0,0,0,0,2
4,108,10,0,0,0,0,0,1
9,0,8,0,0,0,0,0,0
13,73,3,0,0,0,0,0,4
1,0,2,0,0,0,0,0,0
10,23,9,99,2,1,1,1,9
24,349,423,544,6,3,3,0,19
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
225,3666,1,0,0,0,0,0,169
41,588,1350,61238,94,16,19,1,37
98,132,27,0,0,15,12,0,31
1,0,1,0,0,0,0,0,0
35,83,212,41,13,7,11,0,20
1,0,369,0,0,1,0,0,0
2,0,5,0,0,0,0,0,0
16,400,1,0,0,0,0,0,10
2,0,3,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0
14,328,1,0,0,0,0,0,14
86,308,1227,1456,51,47,52,0,34
40,232,7,0,0,3,3,0,24
122,109,162,368,10,13,2,1,33
48,265,1,0,0,0,0,0,39
10,56,5,0,0,1,0,0,3
19,249,21,0,0,0,0,0,19
1,0,5,0,0,0,0,0,0
1529,71,3,0,0,0,0,0,14
140,1201,55,0,0,4,5,0,131
37,326,1,0,0,0,0,0,21
84,698,2,0,0,1,1,0,83
27,320,6,0,0,1,1,0,12
548,79,80,141,11,49,8,1,33
1,0,2,0,0,0,0,0,0
172,1455,425,0,0,58,62,0,168
12,18,137,144,1,1,0,0,4
618,1648,77,0,0,6,8,0,307
44,389,11,0,0,0,0,0,36
10,75,2,0,0,1,1,0,8
8,236,4,0,0,0,0,0,7
69,724,447,0,0,37,39,0,67
84,999,8,0,0,5,3,0,54
544,3195,89,0,0,25,25,0,530
153,489,6,0,0,0,0,0,63
26,69,113,202,0,0,0,0,13
64,96,13,0,0,3,3,0,23
41,759,1,0,0,0,0,0,34
39,110,1,0,0,0,0,0,22
10,0,2,0,0,0,0,0,0
1,15,2,0,0,0,0,0,0
16,537,1,0,0,0,0,0,14
2,0,1,0,0,0,0,0,0
2,81,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
4,55,279,447,6,0,3,1,2
44,40,1,0,0,0,0,0,38
30,188,2,0,0,0,0,0,20
12,12,13,0,0,5,5,0,8
14,142,773,0,0,7,7,0,14
1,0,1,0,0,0,0,0,0
87,281,80,0,0,13,12,0,53
37,141,111,129,8,3,6,0,24
118,416,33,0,0,3,2,0,62
109,822,1,0,0,0,1,0,53
